CÓDIGO PRINCIPAL,DESCRIPCIÓN DIAGNÓSTICO PRINCIPAL,CÓDIGO SECUNDARIO,DESCRIPCIÓN DIAGNÓSTICO SECUNDARIO,RATIO
F10,Trastornos relacionados con alcohol,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0658914729
F10,Trastornos relacionados con alcohol,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0658914729
F10,Trastornos relacionados con alcohol,F93,Trastornos emocionales con inicio específico en la infancia,1.0387596899
F10,Trastornos relacionados con alcohol,F99,"Trastorno mental, no especificado de otro modo",1.023255814
F10,Trastornos relacionados con alcohol,K70,Enfermedad alcohólica de hígado,1.011627907
F10,Trastornos relacionados con alcohol,K73,"Hepatitis crónica, no clasificada bajo otro concepto",1.011627907
F10,Trastornos relacionados con alcohol,K74,Fibrosis y cirrosis de hígado,1.011627907
F10,Trastornos relacionados con alcohol,K76,Otras enfermedades de hígado,1.011627907
F14,Trastornos relacionados con cocaína,F10,Trastornos relacionados con alcohol,1.003875969
F14,Trastornos relacionados con cocaína,F21,Trastorno esquizotípico,1.0503875969
F14,Trastornos relacionados con cocaína,F32,"Trastorno depresivo, episodio único ",1.0426356589
F14,Trastornos relacionados con cocaína,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0503875969
F14,Trastornos relacionados con cocaína,F60,Trastornos específicos de personalidad,1.0503875969
F14,Trastornos relacionados con cocaína,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0503875969
F14,Trastornos relacionados con cocaína,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0503875969
F18,Trastornos relacionados con inhalantes,F10,Trastornos relacionados con alcohol,1.003875969
F18,Trastornos relacionados con inhalantes,F21,Trastorno esquizotípico,1.0503875969
F18,Trastornos relacionados con inhalantes,F32,"Trastorno depresivo, episodio único ",1.0426356589
F18,Trastornos relacionados con inhalantes,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0503875969
F18,Trastornos relacionados con inhalantes,F60,Trastornos específicos de personalidad,1.0503875969
F18,Trastornos relacionados con inhalantes,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0503875969
F18,Trastornos relacionados con inhalantes,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0503875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F10,Trastornos relacionados con alcohol,1.003875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F21,Trastorno esquizotípico,1.0503875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F32,"Trastorno depresivo, episodio único ",1.0426356589
F19,Trastornos relacionados con otras sustancias psicoactivas,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0503875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F60,Trastornos específicos de personalidad,1.0503875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0503875969
F19,Trastornos relacionados con otras sustancias psicoactivas,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0503875969
F20,Esquizofrenia,F14,Trastornos relacionados con cocaína,1.015503876
F20,Esquizofrenia,F18,Trastornos relacionados con inhalantes,1.015503876
F20,Esquizofrenia,F19,Trastornos relacionados con otras sustancias psicoactivas,1.015503876
F20,Esquizofrenia,F30,Episodio maníaco,1.0891472868
F20,Esquizofrenia,F31,Trastorno bipolar,1.0891472868
F20,Esquizofrenia,F32,"Trastorno depresivo mayor, episodio único",1.0891472868
F20,Esquizofrenia,F33,"Trastorno depresivo mayor, recurrente",1.0891472868
F20,Esquizofrenia,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0891472868
F21,Trastorno esquizotípico,F10,Trastornos relacionados con alcohol,1.0503875969
F21,Trastorno esquizotípico,F13,"Trastornos relacionados con sedantes, hipnóticos o ansiolíticos",1.1085271318
F21,Trastorno esquizotípico,F14,Trastornos relacionados con cocaína,1.0736434109
F21,Trastorno esquizotípico,F16,Trastornos relacionados con alucinógenos,1.1085271318
F21,Trastorno esquizotípico,F17,Dependencia de nicotina,1.1085271318
F21,Trastorno esquizotípico,F18,Trastornos relacionados con inhalantes,1.0736434109
F21,Trastorno esquizotípico,F19,Trastornos relacionados con otras sustancias psicoactivas,1.0736434109
F21,Trastorno esquizotípico,F30,Episodio maníaco,1.0968992248
F21,Trastorno esquizotípico,F31,Trastorno bipolar,1.0968992248
F21,Trastorno esquizotípico,F32,"Trastorno depresivo mayor, episodio único",1.0968992248
F21,Trastorno esquizotípico,F33,"Trastorno depresivo mayor, recurrente",1.0968992248
F21,Trastorno esquizotípico,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0968992248
F21,Trastorno esquizotípico,F40,Trastornos de ansiedad fóbica,1.0310077519
F21,Trastorno esquizotípico,F41,Otros trastornos de ansiedad,1.0310077519
F21,Trastorno esquizotípico,F42,Trastorno obsesivo-compulsivo,1.0310077519
F21,Trastorno esquizotípico,F44,Trastornos disociativos y de conversión,1.0310077519
F21,Trastorno esquizotípico,F45,Trastornos somatomorfos,1.0310077519
F21,Trastorno esquizotípico,F48,Otros trastornos mentales no psicóticos,1.0310077519
F21,Trastorno esquizotípico,F50,Trastornos de la conducta alimentaria,1.0310077519
F21,Trastorno esquizotípico,F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,1.0310077519
F21,Trastorno esquizotípico,F55,Abuso de sustancias no psicoactivas,1.1085271318
F21,Trastorno esquizotípico,F93,Trastornos emocionales con inicio específico en la infancia,1.0503875969
F21,Trastorno esquizotípico,F95,Trastorno de tics,1.0310077519
F21,Trastorno esquizotípico,F98,Otros trastornos de conducta y emociones cuyo inicio se presenta habitualmente en infancia y adolescencia,1.0310077519
F21,Trastorno esquizotípico,F99,"Trastorno mental, no especificado de otro modo",1.0310077519
F21,Trastorno esquizotípico,M50,Trastornos de disco cervical,1.007751938
F21,Trastorno esquizotípico,M51,"Trastornos de disco intervertebral dorsal, dorsolumbar y lumbosacro",1.007751938
F23,Trastorno psicótico breve,F21,Trastorno esquizotípico,1.0348837209
F23,Trastorno psicótico breve,F30,Episodio maníaco,1.0775193798
F23,Trastorno psicótico breve,F31,Trastorno bipolar,1.0775193798
F23,Trastorno psicótico breve,F32,"Trastorno depresivo mayor, episodio único",1.0775193798
F23,Trastorno psicótico breve,F33,"Trastorno depresivo mayor, recurrente",1.0775193798
F23,Trastorno psicótico breve,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0348837209
F23,Trastorno psicótico breve,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0775193798
F23,Trastorno psicótico breve,F40,Trastornos de ansiedad fóbica,1.0465116279
F23,Trastorno psicótico breve,F41,Otros trastornos de ansiedad,1.0465116279
F23,Trastorno psicótico breve,F42,Trastorno obsesivo-compulsivo,1.0465116279
F23,Trastorno psicótico breve,F44,Trastornos disociativos y de conversión,1.0465116279
F23,Trastorno psicótico breve,F45,Trastornos somatomorfos,1.0465116279
F23,Trastorno psicótico breve,F48,Otros trastornos mentales no psicóticos,1.0465116279
F23,Trastorno psicótico breve,F60,Trastornos específicos de personalidad,1.0348837209
F23,Trastorno psicótico breve,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0348837209
F23,Trastorno psicótico breve,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0348837209
F23,Trastorno psicótico breve,F99,"Trastorno mental, no especificado de otro modo",1.0465116279
F25,Trastornos esquizoafectivos,F14,Trastornos relacionados con cocaína,1.015503876
F25,Trastornos esquizoafectivos,F18,Trastornos relacionados con inhalantes,1.015503876
F25,Trastornos esquizoafectivos,F19,Trastornos relacionados con otras sustancias psicoactivas,1.015503876
F25,Trastornos esquizoafectivos,F30,Episodio maníaco,1.0891472868
F25,Trastornos esquizoafectivos,F31,Trastorno bipolar,1.0891472868
F25,Trastornos esquizoafectivos,F32,"Trastorno depresivo mayor, episodio único",1.0891472868
F25,Trastornos esquizoafectivos,F33,"Trastorno depresivo mayor, recurrente",1.0891472868
F25,Trastornos esquizoafectivos,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0891472868
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F21,Trastorno esquizotípico,1.0348837209
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F30,Episodio maníaco,1.0775193798
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F31,Trastorno bipolar,1.0775193798
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F32,"Trastorno depresivo mayor, episodio único",1.0775193798
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F33,"Trastorno depresivo mayor, recurrente",1.0775193798
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0348837209
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0775193798
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F40,Trastornos de ansiedad fóbica,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F41,Otros trastornos de ansiedad,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F42,Trastorno obsesivo-compulsivo,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F44,Trastornos disociativos y de conversión,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F45,Trastornos somatomorfos,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F48,Otros trastornos mentales no psicóticos,1.0465116279
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F60,Trastornos específicos de personalidad,1.0348837209
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0348837209
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0348837209
F28,Otros trastornos psicóticos no debidos a sustancia ni afección fisiológica conocidas,F99,"Trastorno mental, no especificado de otro modo",1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F21,Trastorno esquizotípico,1.0348837209
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F30,Episodio maníaco,1.0775193798
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F31,Trastorno bipolar,1.0775193798
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F32,"Trastorno depresivo mayor, episodio único",1.0775193798
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F33,"Trastorno depresivo mayor, recurrente",1.0775193798
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0348837209
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F39,"Trastorno del estado de ánimo [afectivo], no especificado",1.0775193798
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F40,Trastornos de ansiedad fóbica,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F41,Otros trastornos de ansiedad,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F42,Trastorno obsesivo-compulsivo,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F44,Trastornos disociativos y de conversión,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F45,Trastornos somatomorfos,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F48,Otros trastornos mentales no psicóticos,1.0465116279
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F60,Trastornos específicos de personalidad,1.0348837209
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0348837209
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0348837209
F29,Psicosis no especificada no debida a sustancia o afección fisiológica conocidas,F99,"Trastorno mental, no especificado de otro modo",1.0465116279
F30,Episodio maníaco,E10,Diabetes mellitus tipo 1,1.0736434109
F30,Episodio maníaco,E11,Diabetes mellitus tipo 2,1.0736434109
F30,Episodio maníaco,F05,Delirio debido a afección fisiológica conocida,1.015503876
F30,Episodio maníaco,F06,Otros trastornos mentales debidos a afección fisiológica conocida,1.015503876
F30,Episodio maníaco,F10,Trastornos relacionados con alcohol,1.0852713178
F30,Episodio maníaco,F13,"Trastornos relacionados con sedantes, hipnóticos o ansiolíticos",1.0658914729
F30,Episodio maníaco,F14,Trastornos relacionados con cocaína,1.0775193798
F30,Episodio maníaco,F16,Trastornos relacionados con alucinógenos,1.0658914729
F30,Episodio maníaco,F17,Dependencia de nicotina,1.0658914729
F30,Episodio maníaco,F18,Trastornos relacionados con inhalantes,1.0775193798
F30,Episodio maníaco,F19,Trastornos relacionados con otras sustancias psicoactivas,1.0775193798
F30,Episodio maníaco,F20,Esquizofrenia,1.0426356589
F30,Episodio maníaco,F21,Trastorno esquizotípico,1.0968992248
F30,Episodio maníaco,F25,Trastornos esquizoafectivos,1.0426356589
F30,Episodio maníaco,F32,"Trastorno depresivo, episodio único ",1.019379845
F30,Episodio maníaco,F34,Trastornos persistentes del estado de ánimo [afectivos],1.0968992248
F30,Episodio maníaco,F40,Trastornos de ansiedad fóbica,1.0387596899
F30,Episodio maníaco,F41,Otros trastornos de ansiedad,1.0387596899
F30,Episodio maníaco,F42,Trastorno obsesivo-compulsivo,1.0387596899
F30,Episodio maníaco,F44,Trastornos disociativos y de conversión,1.0387596899
F30,Episodio maníaco,F45,Trastornos somatomorfos,1.0387596899
F30,Episodio maníaco,F48,Otros trastornos mentales no psicóticos,1.0387596899
F30,Episodio maníaco,F50,Trastornos de la conducta alimentaria,1.0968992248
F30,Episodio maníaco,F51,Trastornos del sueño no debidos a sustancia ni afección fisiológica conocida,1.0968992248
F30,Episodio maníaco,F53,Psicosis puerperal,1.015503876
F30,Episodio maníaco,F55,Abuso de sustancias no psicoactivas,1.0658914729
F30,Episodio maníaco,F60,Trastornos específicos de personalidad,1.0968992248
F30,Episodio maníaco,F68,Otros trastornos de personalidad y comportamiento del adulto,1.0968992248
F30,Episodio maníaco,F69,"Trastorno de personalidad y comportamiento del adulto, no especificado",1.0968992248
F30,Episodio maníaco,F93,Trastornos emocionales con inicio específico en la infancia,1.0348837209
