CÓDIGO,DESCRIPCIÓN,GRUPO EDAD,RATIO
C74,Neoplasia maligna de glándula suprarrenal,46-55,0.81
C74,Neoplasia maligna de glándula suprarrenal,56-65,1.25
C75,Neoplasia maligna de otras glándulas endocrinas y estructuras relacionadas,36-45,1.05
C75,Neoplasia maligna de otras glándulas endocrinas y estructuras relacionadas,46-55,0.81
C75,Neoplasia maligna de otras glándulas endocrinas y estructuras relacionadas,56-65,1.25
C76,Neoplasia maligna de otras localizaciones y las mal definidas,26-35,0.87
C76,Neoplasia maligna de otras localizaciones y las mal definidas,36-45,1.03
C76,Neoplasia maligna de otras localizaciones y las mal definidas,46-55,1.04
C76,Neoplasia maligna de otras localizaciones y las mal definidas,56-65,0.97
C78,Neoplasia maligna secundaria de órganos respiratorios y digestivos,36-45,1.11
C78,Neoplasia maligna secundaria de órganos respiratorios y digestivos,46-55,1.02
C78,Neoplasia maligna secundaria de órganos respiratorios y digestivos,56-65,0.97
C81,Linfoma de Hodgkin,16-25,0.95
C81,Linfoma de Hodgkin,26-35,1.02
C81,Linfoma de Hodgkin,36-45,1.01
C81,Linfoma de Hodgkin,46-55,0.97
C81,Linfoma de Hodgkin,56-65,0.99
C82,Linfoma folicular,16-25,0.7
C82,Linfoma folicular,26-35,1.03
C82,Linfoma folicular,36-45,0.96
C82,Linfoma folicular,46-55,0.96
C82,Linfoma folicular,56-65,1.1
C83,Linfoma no folicular,26-35,0.82
C83,Linfoma no folicular,36-45,0.92
C83,Linfoma no folicular,46-55,1.15
C83,Linfoma no folicular,56-65,0.98
C84,Linfomas de células T/NK maduras,16-25,0.7
C84,Linfomas de células T/NK maduras,26-35,1.03
C84,Linfomas de células T/NK maduras,36-45,0.96
C84,Linfomas de células T/NK maduras,46-55,0.96
C84,Linfomas de células T/NK maduras,56-65,1.1
C85,Otros tipos de linfoma no Hodgkin y los no especificados,16-25,0.7
C85,Otros tipos de linfoma no Hodgkin y los no especificados,26-35,1.03
C85,Otros tipos de linfoma no Hodgkin y los no especificados,36-45,0.96
C85,Otros tipos de linfoma no Hodgkin y los no especificados,46-55,0.96
C85,Otros tipos de linfoma no Hodgkin y los no especificados,56-65,1.1
C90,Mieloma múltiple y tumores malignos de células plasmáticas,36-45,0.86
C90,Mieloma múltiple y tumores malignos de células plasmáticas,46-55,1.1
C90,Mieloma múltiple y tumores malignos de células plasmáticas,56-65,0.99
C91,Leucemia linfoide,26-35,1.32
C91,Leucemia linfoide,36-45,1.15
C91,Leucemia linfoide,46-55,0.92
C91,Leucemia linfoide,56-65,0.95
C92,Leucemia mieloide,26-35,0.96
C92,Leucemia mieloide,36-45,0.89
C92,Leucemia mieloide,46-55,0.99
C92,Leucemia mieloide,56-65,1.17
C94,Otras leucemias de tipo celular especificado,46-55,1.14
C94,Otras leucemias de tipo celular especificado,56-65,0.72
C95,Leucemia de células de tipo no especificado,26-35,1.09
C95,Leucemia de células de tipo no especificado,36-45,1.06
C95,Leucemia de células de tipo no especificado,46-55,0.86
C95,Leucemia de células de tipo no especificado,56-65,1.08
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",26-35,1.19
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",36-45,0.98
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",46-55,0.97
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",56-65,1.02
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,26-35,1.19
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,36-45,0.98
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,46-55,0.97
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,56-65,1.02
D02,Carcinoma in situ de oído medio y aparato respiratorio,36-45,1
D02,Carcinoma in situ de oído medio y aparato respiratorio,46-55,1
D02,Carcinoma in situ de oído medio y aparato respiratorio,56-65,1.01
D03,Melanoma in situ,16-25,0.55
D03,Melanoma in situ,26-35,0.74
D03,Melanoma in situ,36-45,0.93
D03,Melanoma in situ,46-55,1.05
D03,Melanoma in situ,56-65,1.17
D04,Carcinoma in situ de piel,26-35,0.93
D04,Carcinoma in situ de piel,36-45,0.98
D04,Carcinoma in situ de piel,46-55,1.02
D04,Carcinoma in situ de piel,56-65,1.01
D05,Carcinoma in situ de mama,16-25,0.2
D05,Carcinoma in situ de mama,26-35,0.53
D05,Carcinoma in situ de mama,36-45,0.95
D05,Carcinoma in situ de mama,46-55,1.06
D05,Carcinoma in situ de mama,56-65,1.11
D06,Carcinoma in situ de cuello de útero,16-25,0.2
D06,Carcinoma in situ de cuello de útero,26-35,0.53
D06,Carcinoma in situ de cuello de útero,36-45,0.95
D06,Carcinoma in situ de cuello de útero,46-55,1.06
D06,Carcinoma in situ de cuello de útero,56-65,1.11
D07,Carcinoma in situ de otros órganos genitales y los no especificados,16-25,0.2
D07,Carcinoma in situ de otros órganos genitales y los no especificados,26-35,0.53
D07,Carcinoma in situ de otros órganos genitales y los no especificados,36-45,0.95
D07,Carcinoma in situ de otros órganos genitales y los no especificados,46-55,1.06
D07,Carcinoma in situ de otros órganos genitales y los no especificados,56-65,1.11
D09,Carcinoma in situ de otras localizaciones y las no especificadas,16-25,0.23
D09,Carcinoma in situ de otras localizaciones y las no especificadas,26-35,0.61
D09,Carcinoma in situ de otras localizaciones y las no especificadas,36-45,0.74
D09,Carcinoma in situ de otras localizaciones y las no especificadas,46-55,1.34
D09,Carcinoma in situ de otras localizaciones y las no especificadas,56-65,1.32
D10,Neoplasia benigna de boca y faringe,26-35,0.8
D10,Neoplasia benigna de boca y faringe,36-45,0.81
D10,Neoplasia benigna de boca y faringe,46-55,1.05
D10,Neoplasia benigna de boca y faringe,56-65,1.33
D11,Neoplasia benigna de glándulas salivales mayores,26-35,0.8
D11,Neoplasia benigna de glándulas salivales mayores,36-45,0.81
D11,Neoplasia benigna de glándulas salivales mayores,46-55,1.05
D11,Neoplasia benigna de glándulas salivales mayores,56-65,1.33
D12,"Neoplasia benigna de colon, recto, ano y canal anal",26-35,0.84
D12,"Neoplasia benigna de colon, recto, ano y canal anal",36-45,0.98
D12,"Neoplasia benigna de colon, recto, ano y canal anal",46-55,0.85
D12,"Neoplasia benigna de colon, recto, ano y canal anal",56-65,1.19
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,26-35,0.84
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,36-45,0.98
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,46-55,0.85
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,56-65,1.19
D14,Neoplasia benigna de oído medio y de aparato respiratorio,26-35,0.77
D14,Neoplasia benigna de oído medio y de aparato respiratorio,36-45,0.8
D14,Neoplasia benigna de oído medio y de aparato respiratorio,46-55,1
D14,Neoplasia benigna de oído medio y de aparato respiratorio,56-65,1.43
D15,Neoplasia benigna de otros órganos intratorácicos y los no especificados,26-35,0.77
D15,Neoplasia benigna de otros órganos intratorácicos y los no especificados,36-45,0.8
D15,Neoplasia benigna de otros órganos intratorácicos y los no especificados,46-55,1
D15,Neoplasia benigna de otros órganos intratorácicos y los no especificados,56-65,1.43
D16,Neoplasia benigna de hueso y cartílago articular,16-25,0.92
D16,Neoplasia benigna de hueso y cartílago articular,26-35,0.79
D16,Neoplasia benigna de hueso y cartílago articular,36-45,1.07
D16,Neoplasia benigna de hueso y cartílago articular,46-55,0.96
D16,Neoplasia benigna de hueso y cartílago articular,56-65,1.36
D17,Neoplasia lipomatosa benigna,16-25,0.71
D17,Neoplasia lipomatosa benigna,26-35,0.76
D17,Neoplasia lipomatosa benigna,36-45,0.9
D17,Neoplasia lipomatosa benigna,46-55,1.06
D17,Neoplasia lipomatosa benigna,56-65,1.34
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,16-25,0.69
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,26-35,0.78
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,36-45,0.9
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,46-55,1.13
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,56-65,1.42
D22,Nevus melanocíticos,16-25,0.77
D22,Nevus melanocíticos,26-35,0.73
D22,Nevus melanocíticos,36-45,0.9
D22,Nevus melanocíticos,46-55,1.23
D22,Nevus melanocíticos,56-65,1.44
D23,Otras neoplasias benignas de piel,16-25,0.77
D23,Otras neoplasias benignas de piel,26-35,0.73
D23,Otras neoplasias benignas de piel,36-45,0.9
D23,Otras neoplasias benignas de piel,46-55,1.23
D23,Otras neoplasias benignas de piel,56-65,1.44
D24,Neoplasia benigna de mama,16-25,0.49
D24,Neoplasia benigna de mama,26-35,0.67
D24,Neoplasia benigna de mama,36-45,0.87
D24,Neoplasia benigna de mama,46-55,1.37
D24,Neoplasia benigna de mama,56-65,2.27
D25,Leiomioma de útero,16-25,0.67
D25,Leiomioma de útero,26-35,0.83
D25,Leiomioma de útero,36-45,0.93
D25,Leiomioma de útero,46-55,1.13
D25,Leiomioma de útero,56-65,1.22
D26,Otros tumores benignos de útero,16-25,0.71
D26,Otros tumores benignos de útero,26-35,0.77
D26,Otros tumores benignos de útero,36-45,0.98
D26,Otros tumores benignos de útero,46-55,1.12
D26,Otros tumores benignos de útero,56-65,1.01
D27,Neoplasia benigna de ovario,16-25,0.7
D27,Neoplasia benigna de ovario,26-35,0.78
D27,Neoplasia benigna de ovario,36-45,0.89
D27,Neoplasia benigna de ovario,46-55,1.38
D27,Neoplasia benigna de ovario,56-65,1.56
D28,Neoplasia benigna de otros órganos genitales femeninos y los no especificados ,16-25,0.94
D28,Neoplasia benigna de otros órganos genitales femeninos y los no especificados ,26-35,0.92
D28,Neoplasia benigna de otros órganos genitales femeninos y los no especificados ,36-45,0.86
D28,Neoplasia benigna de otros órganos genitales femeninos y los no especificados ,46-55,1.18
D28,Neoplasia benigna de otros órganos genitales femeninos y los no especificados ,56-65,1.29
D29,Neoplasia benigna de órganos genitales masculinos,26-35,0.78
D29,Neoplasia benigna de órganos genitales masculinos,36-45,0.98
D29,Neoplasia benigna de órganos genitales masculinos,46-55,0.94
D29,Neoplasia benigna de órganos genitales masculinos,56-65,1.26
D30,Neoplasia benigna de órganos urinarios,26-35,0.65
D30,Neoplasia benigna de órganos urinarios,36-45,0.87
D30,Neoplasia benigna de órganos urinarios,46-55,0.91
D30,Neoplasia benigna de órganos urinarios,56-65,1.26
D31,Neoplasia benigna de ojo y sus anexos,36-45,1.09
D31,Neoplasia benigna de ojo y sus anexos,46-55,0.94
D31,Neoplasia benigna de ojo y sus anexos,56-65,1.06
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,16-25,0.97
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,26-35,0.83
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,36-45,0.95
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,46-55,1.07
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,56-65,1.05
D34,Neoplasia benigna de glándula tiroides,26-35,0.79
D34,Neoplasia benigna de glándula tiroides,36-45,0.96
D34,Neoplasia benigna de glándula tiroides,46-55,1.09
D34,Neoplasia benigna de glándula tiroides,56-65,1.17
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,26-35,0.81
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,36-45,0.99
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,46-55,0.94
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,56-65,1.23
D36,Neoplasia benigna de otras localizaciones y las no especificadas,16-25,0.45
D36,Neoplasia benigna de otras localizaciones y las no especificadas,26-35,0.64
D36,Neoplasia benigna de otras localizaciones y las no especificadas,36-45,0.87
D36,Neoplasia benigna de otras localizaciones y las no especificadas,46-55,1.06
D36,Neoplasia benigna de otras localizaciones y las no especificadas,56-65,1.82
D49,Neoplasias de comportamiento no especificado,16-25,0.63
D49,Neoplasias de comportamiento no especificado,26-35,0.67
D49,Neoplasias de comportamiento no especificado,36-45,0.87
D49,Neoplasias de comportamiento no especificado,46-55,1.04
D49,Neoplasias de comportamiento no especificado,56-65,1.19
D50,Anemia por carencia de hierro,16-25,0.54
D50,Anemia por carencia de hierro,26-35,0.77
D50,Anemia por carencia de hierro,36-45,0.86
D50,Anemia por carencia de hierro,46-55,1.11
D50,Anemia por carencia de hierro,56-65,1.74
D51,Anemia por carencia de vitamina B12 ,26-35,0.72
D51,Anemia por carencia de vitamina B12 ,36-45,0.92
D51,Anemia por carencia de vitamina B12 ,46-55,0.79
D51,Anemia por carencia de vitamina B12 ,56-65,1.74
D53,Otras anemias carenciales,26-35,0.72
D53,Otras anemias carenciales,36-45,0.92
D53,Otras anemias carenciales,46-55,0.79
D53,Otras anemias carenciales,56-65,1.74
D56,Talasemia,16-25,0.55
D56,Talasemia,26-35,0.99
D56,Talasemia,36-45,0.69
D56,Talasemia,46-55,1.42
D57,Trastornos drepanocíticos,16-25,0.55
D57,Trastornos drepanocíticos,26-35,0.99
D57,Trastornos drepanocíticos,36-45,0.69
D57,Trastornos drepanocíticos,46-55,1.42
D58,Otras anemias hemolíticas hereditarias,16-25,0.55
D58,Otras anemias hemolíticas hereditarias,26-35,0.99
D58,Otras anemias hemolíticas hereditarias,36-45,0.69
D58,Otras anemias hemolíticas hereditarias,46-55,1.42
D61,Otras anemias aplásicas y síndromes de insuficiencia medular,26-35,0.76
D61,Otras anemias aplásicas y síndromes de insuficiencia medular,36-45,1.14
D61,Otras anemias aplásicas y síndromes de insuficiencia medular,46-55,0.9
D61,Otras anemias aplásicas y síndromes de insuficiencia medular,56-65,1.23
D62,Anemia poshemorrágica aguda,16-25,0.75
D62,Anemia poshemorrágica aguda,26-35,0.68
D62,Anemia poshemorrágica aguda,36-45,0.86
D62,Anemia poshemorrágica aguda,46-55,1.12
D62,Anemia poshemorrágica aguda,56-65,1.73
D64,Otras anemias,16-25,0.75
D64,Otras anemias,26-35,0.68
D64,Otras anemias,36-45,0.86
D64,Otras anemias,46-55,1.12
D64,Otras anemias,56-65,1.73
D66,Déficit hereditario del factor VIII ,26-35,0.94
D66,Déficit hereditario del factor VIII ,36-45,0.94
D66,Déficit hereditario del factor VIII ,46-55,1.44
D66,Déficit hereditario del factor VIII ,56-65,0.68
D67,Déficit hereditario del factor IX ,26-35,0.94
D67,Déficit hereditario del factor IX ,36-45,0.94
D67,Déficit hereditario del factor IX ,46-55,1.44
D67,Déficit hereditario del factor IX ,56-65,0.68
D68,Otros defectos de la coagulación,26-35,0.94
D68,Otros defectos de la coagulación,36-45,0.94
D68,Otros defectos de la coagulación,46-55,1.44
D68,Otros defectos de la coagulación,56-65,0.68
D69,Púrpura y otras afecciones hemorrágicas,16-25,0.51
D69,Púrpura y otras afecciones hemorrágicas,26-35,0.76
D69,Púrpura y otras afecciones hemorrágicas,36-45,0.98
D69,Púrpura y otras afecciones hemorrágicas,46-55,1.04
D69,Púrpura y otras afecciones hemorrágicas,56-65,1.45
D70,Neutropenia,16-25,0.31
D70,Neutropenia,26-35,0.47
D70,Neutropenia,36-45,1.12
D70,Neutropenia,46-55,1.14
D70,Neutropenia,56-65,1.53
D75,Otras enfermedades de la sangre y órganos hemopoyéticos y las no especificadas ,16-25,0.19
D75,Otras enfermedades de la sangre y órganos hemopoyéticos y las no especificadas ,26-35,0.6
D75,Otras enfermedades de la sangre y órganos hemopoyéticos y las no especificadas ,36-45,0.78
D75,Otras enfermedades de la sangre y órganos hemopoyéticos y las no especificadas ,46-55,1.52
D75,Otras enfermedades de la sangre y órganos hemopoyéticos y las no especificadas ,56-65,1.54
D86,Sarcoidosis,26-35,0.96
D86,Sarcoidosis,36-45,0.81
D86,Sarcoidosis,46-55,1.04
D86,Sarcoidosis,56-65,1.45
E04,Otros tipos de bocio no tóxico,16-25,0.67
E04,Otros tipos de bocio no tóxico,26-35,0.83
E04,Otros tipos de bocio no tóxico,36-45,0.92
E04,Otros tipos de bocio no tóxico,46-55,1.04
E04,Otros tipos de bocio no tóxico,56-65,1.21
E05,Tirotoxicosis [hipertiroidismo],16-25,0.78
E05,Tirotoxicosis [hipertiroidismo],26-35,0.81
E05,Tirotoxicosis [hipertiroidismo],36-45,0.96
E05,Tirotoxicosis [hipertiroidismo],46-55,1.05
E05,Tirotoxicosis [hipertiroidismo],56-65,1.34
E06,Tiroiditis,26-35,0.89
E06,Tiroiditis,36-45,0.9
E06,Tiroiditis,46-55,1.01
E06,Tiroiditis,56-65,1.45
E07,Otros trastornos tiroideos,16-25,0.83
E07,Otros trastornos tiroideos,26-35,0.86
E07,Otros trastornos tiroideos,36-45,0.98
E07,Otros trastornos tiroideos,46-55,0.99
E07,Otros trastornos tiroideos,56-65,1.23
E08,Diabetes mellitus debida a afección subyacente,26-35,0.58
E08,Diabetes mellitus debida a afección subyacente,36-45,0.64
E08,Diabetes mellitus debida a afección subyacente,46-55,1.5
E08,Diabetes mellitus debida a afección subyacente,56-65,1.2
E10,Diabetes mellitus tipo 1,16-25,0.46
E10,Diabetes mellitus tipo 1,26-35,0.71
E10,Diabetes mellitus tipo 1,36-45,0.84
E10,Diabetes mellitus tipo 1,46-55,1.12
E10,Diabetes mellitus tipo 1,56-65,1.47
E11,Diabetes mellitus tipo 2,16-25,0.46
E11,Diabetes mellitus tipo 2,26-35,0.71
E11,Diabetes mellitus tipo 2,36-45,0.84
E11,Diabetes mellitus tipo 2,46-55,1.12
E11,Diabetes mellitus tipo 2,56-65,1.47
E16,Otros trastornos de la secreción interna del páncreas,16-25,0.64
E16,Otros trastornos de la secreción interna del páncreas,26-35,1.1
E16,Otros trastornos de la secreción interna del páncreas,36-45,0.93
E16,Otros trastornos de la secreción interna del páncreas,46-55,0.97
E16,Otros trastornos de la secreción interna del páncreas,56-65,1.18
E20,Hipoparatiroidismo,26-35,0.63
E20,Hipoparatiroidismo,36-45,0.87
E20,Hipoparatiroidismo,46-55,1.15
E20,Hipoparatiroidismo,56-65,1.02
E21,Hiperparatiroidismo y otros trastornos de glándula paratiroides,26-35,0.63
E21,Hiperparatiroidismo y otros trastornos de glándula paratiroides,36-45,0.87
E21,Hiperparatiroidismo y otros trastornos de glándula paratiroides,46-55,1.15
E21,Hiperparatiroidismo y otros trastornos de glándula paratiroides,56-65,1.02
E22,Hiperfunción de hipófisis,26-35,0.81
E22,Hiperfunción de hipófisis,36-45,0.83
E22,Hiperfunción de hipófisis,46-55,1.05
E22,Hiperfunción de hipófisis,56-65,1.35
E23,Hipofunción y otros trastornos de hipófisis,26-35,0.81
E23,Hipofunción y otros trastornos de hipófisis,36-45,0.83
