CÓDIGO,DESCRIPCIÓN,GRUPO DE OCUPACIÓN,RATIO
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,5,1.11
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,6,1.14
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,7,1.09
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,8,1.11
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,9,1.2
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,10,0.97
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,11,1.18
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,12,1.07
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,13,1.08
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,14,1.06
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,15,1.05
C68,Neoplasia maligna de otros órganos urinarios y los no especificados,16,1.09
C71,Neoplasia maligna de cerebro,1,1.02
C71,Neoplasia maligna de cerebro,2,1.06
C71,Neoplasia maligna de cerebro,3,1.09
C71,Neoplasia maligna de cerebro,4,1.09
C71,Neoplasia maligna de cerebro,5,1.06
C71,Neoplasia maligna de cerebro,6,1.08
C71,Neoplasia maligna de cerebro,7,0.99
C71,Neoplasia maligna de cerebro,8,1.04
C71,Neoplasia maligna de cerebro,9,1.01
C71,Neoplasia maligna de cerebro,10,1.11
C71,Neoplasia maligna de cerebro,11,1.01
C71,Neoplasia maligna de cerebro,12,1.08
C71,Neoplasia maligna de cerebro,13,1
C71,Neoplasia maligna de cerebro,14,1.02
C71,Neoplasia maligna de cerebro,15,0.97
C71,Neoplasia maligna de cerebro,16,1.04
C73,Neoplasia maligna de glándula tiroides,1,1.03
C73,Neoplasia maligna de glándula tiroides,2,0.86
C73,Neoplasia maligna de glándula tiroides,3,0.87
C73,Neoplasia maligna de glándula tiroides,4,1.16
C73,Neoplasia maligna de glándula tiroides,5,0.96
C73,Neoplasia maligna de glándula tiroides,6,1
C73,Neoplasia maligna de glándula tiroides,7,1.33
C73,Neoplasia maligna de glándula tiroides,8,1.03
C73,Neoplasia maligna de glándula tiroides,10,1.36
C73,Neoplasia maligna de glándula tiroides,11,1.18
C73,Neoplasia maligna de glándula tiroides,12,1.27
C73,Neoplasia maligna de glándula tiroides,13,1.11
C73,Neoplasia maligna de glándula tiroides,14,1.3
C73,Neoplasia maligna de glándula tiroides,15,0.97
C73,Neoplasia maligna de glándula tiroides,16,1.23
C76,Neoplasia maligna de otras localizaciones y las mal definidas,1,1.04
C76,Neoplasia maligna de otras localizaciones y las mal definidas,2,0.98
C76,Neoplasia maligna de otras localizaciones y las mal definidas,4,1.07
C76,Neoplasia maligna de otras localizaciones y las mal definidas,5,1.07
C76,Neoplasia maligna de otras localizaciones y las mal definidas,7,1.08
C76,Neoplasia maligna de otras localizaciones y las mal definidas,8,1.05
C76,Neoplasia maligna de otras localizaciones y las mal definidas,11,1.13
C76,Neoplasia maligna de otras localizaciones y las mal definidas,15,0.96
C76,Neoplasia maligna de otras localizaciones y las mal definidas,16,0.91
C81,Linfoma de Hodgkin,2,0.9
C81,Linfoma de Hodgkin,4,1
C81,Linfoma de Hodgkin,5,1.02
C81,Linfoma de Hodgkin,7,1.06
C81,Linfoma de Hodgkin,8,0.97
C81,Linfoma de Hodgkin,11,1.08
C81,Linfoma de Hodgkin,12,1.13
C81,Linfoma de Hodgkin,14,1.04
C81,Linfoma de Hodgkin,15,1.04
C81,Linfoma de Hodgkin,16,0.96
C82,Linfoma folicular,1,1.07
C82,Linfoma folicular,2,0.99
C82,Linfoma folicular,3,1
C82,Linfoma folicular,4,1.05
C82,Linfoma folicular,5,1
C82,Linfoma folicular,6,1.03
C82,Linfoma folicular,7,1.01
C82,Linfoma folicular,8,0.97
C82,Linfoma folicular,9,1.09
C82,Linfoma folicular,10,1.04
C82,Linfoma folicular,11,1.04
C82,Linfoma folicular,12,1.04
C82,Linfoma folicular,13,1.01
C82,Linfoma folicular,14,1.05
C82,Linfoma folicular,15,1.05
C82,Linfoma folicular,16,1
C83,Linfoma no folicular,2,1.09
C83,Linfoma no folicular,3,0.85
C83,Linfoma no folicular,4,0.99
C83,Linfoma no folicular,5,0.99
C83,Linfoma no folicular,7,1.1
C83,Linfoma no folicular,8,1.15
C83,Linfoma no folicular,11,1.05
C83,Linfoma no folicular,12,0.94
C83,Linfoma no folicular,15,1.12
C83,Linfoma no folicular,16,0.93
C84,Linfomas de células T/NK maduras,1,1.07
C84,Linfomas de células T/NK maduras,2,0.99
C84,Linfomas de células T/NK maduras,3,1
C84,Linfomas de células T/NK maduras,4,1.05
C84,Linfomas de células T/NK maduras,5,1
C84,Linfomas de células T/NK maduras,6,1.03
C84,Linfomas de células T/NK maduras,7,1.01
C84,Linfomas de células T/NK maduras,8,0.97
C84,Linfomas de células T/NK maduras,9,1.09
C84,Linfomas de células T/NK maduras,10,1.04
C84,Linfomas de células T/NK maduras,11,1.04
C84,Linfomas de células T/NK maduras,12,1.04
C84,Linfomas de células T/NK maduras,13,1.01
C84,Linfomas de células T/NK maduras,14,1.05
C84,Linfomas de células T/NK maduras,15,1.05
C84,Linfomas de células T/NK maduras,16,1
C85,Otros tipos de linfoma no Hodgkin y los no especificados,1,1.07
C85,Otros tipos de linfoma no Hodgkin y los no especificados,2,0.99
C85,Otros tipos de linfoma no Hodgkin y los no especificados,3,1
C85,Otros tipos de linfoma no Hodgkin y los no especificados,4,1.05
C85,Otros tipos de linfoma no Hodgkin y los no especificados,5,1
C85,Otros tipos de linfoma no Hodgkin y los no especificados,6,1.03
C85,Otros tipos de linfoma no Hodgkin y los no especificados,7,1.01
C85,Otros tipos de linfoma no Hodgkin y los no especificados,8,0.97
C85,Otros tipos de linfoma no Hodgkin y los no especificados,9,1.09
C85,Otros tipos de linfoma no Hodgkin y los no especificados,10,1.04
C85,Otros tipos de linfoma no Hodgkin y los no especificados,11,1.04
C85,Otros tipos de linfoma no Hodgkin y los no especificados,12,1.04
C85,Otros tipos de linfoma no Hodgkin y los no especificados,13,1.01
C85,Otros tipos de linfoma no Hodgkin y los no especificados,14,1.05
C85,Otros tipos de linfoma no Hodgkin y los no especificados,15,1.05
C85,Otros tipos de linfoma no Hodgkin y los no especificados,16,1
C90,Mieloma múltiple y tumores malignos de células plasmáticas,1,0.97
C90,Mieloma múltiple y tumores malignos de células plasmáticas,2,0.99
C90,Mieloma múltiple y tumores malignos de células plasmáticas,3,1.01
C90,Mieloma múltiple y tumores malignos de células plasmáticas,4,1.05
C90,Mieloma múltiple y tumores malignos de células plasmáticas,5,1.03
C90,Mieloma múltiple y tumores malignos de células plasmáticas,6,0.97
C90,Mieloma múltiple y tumores malignos de células plasmáticas,7,1
C90,Mieloma múltiple y tumores malignos de células plasmáticas,8,0.99
C90,Mieloma múltiple y tumores malignos de células plasmáticas,11,0.99
C90,Mieloma múltiple y tumores malignos de células plasmáticas,12,1
C90,Mieloma múltiple y tumores malignos de células plasmáticas,13,1.04
C90,Mieloma múltiple y tumores malignos de células plasmáticas,14,0.94
C90,Mieloma múltiple y tumores malignos de células plasmáticas,15,1.12
C90,Mieloma múltiple y tumores malignos de células plasmáticas,16,1.05
C91,Leucemia linfoide,1,1.08
C91,Leucemia linfoide,2,1.03
C91,Leucemia linfoide,3,1.05
C91,Leucemia linfoide,4,1.07
C91,Leucemia linfoide,5,1.06
C91,Leucemia linfoide,7,1.07
C91,Leucemia linfoide,8,0.94
C91,Leucemia linfoide,11,1.01
C91,Leucemia linfoide,12,0.96
C91,Leucemia linfoide,14,1.04
C91,Leucemia linfoide,15,0.92
C91,Leucemia linfoide,16,1.01
C92,Leucemia mieloide,1,1.05
C92,Leucemia mieloide,2,1.06
C92,Leucemia mieloide,3,1.09
C92,Leucemia mieloide,4,1.07
C92,Leucemia mieloide,5,0.96
C92,Leucemia mieloide,6,0.9
C92,Leucemia mieloide,7,1.01
C92,Leucemia mieloide,8,1.05
C92,Leucemia mieloide,10,0.89
C92,Leucemia mieloide,11,1.07
C92,Leucemia mieloide,12,0.98
C92,Leucemia mieloide,13,1.03
C92,Leucemia mieloide,14,1
C92,Leucemia mieloide,15,0.99
C92,Leucemia mieloide,16,1.04
C94,Otras leucemias de tipo celular especificado,4,0.95
C94,Otras leucemias de tipo celular especificado,7,0.97
C94,Otras leucemias de tipo celular especificado,8,1.11
C94,Otras leucemias de tipo celular especificado,15,1.03
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",1,1.01
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",2,1.06
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",3,1.12
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",4,0.99
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",5,1.11
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",6,1.03
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",7,1.02
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",8,1.03
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",10,1.11
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",11,1.02
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",12,0.96
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",13,1.01
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",14,1.12
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",15,1.06
D00,"Carcinoma in situ de cavidad oral, esófago y estómago",16,1.02
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,1,1.01
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,2,1.06
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,3,1.12
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,4,0.99
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,5,1.11
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,6,1.03
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,7,1.02
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,8,1.03
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,10,1.11
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,11,1.02
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,12,0.96
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,13,1.01
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,14,1.12
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,15,1.06
D01,Carcinoma in situ de otros órganos digestivos y de no especificados,16,1.02
D02,Carcinoma in situ de oído medio y aparato respiratorio,1,1.15
D02,Carcinoma in situ de oído medio y aparato respiratorio,2,1.02
D02,Carcinoma in situ de oído medio y aparato respiratorio,3,0.99
D02,Carcinoma in situ de oído medio y aparato respiratorio,4,1.12
D02,Carcinoma in situ de oído medio y aparato respiratorio,5,1.02
D02,Carcinoma in situ de oído medio y aparato respiratorio,7,1.05
D02,Carcinoma in situ de oído medio y aparato respiratorio,8,1.04
D02,Carcinoma in situ de oído medio y aparato respiratorio,10,0.92
D02,Carcinoma in situ de oído medio y aparato respiratorio,11,0.99
D02,Carcinoma in situ de oído medio y aparato respiratorio,12,1.04
D02,Carcinoma in situ de oído medio y aparato respiratorio,14,1.06
D02,Carcinoma in situ de oído medio y aparato respiratorio,15,1.14
D02,Carcinoma in situ de oído medio y aparato respiratorio,16,1.08
D03,Melanoma in situ,1,1.23
D03,Melanoma in situ,2,0.95
D03,Melanoma in situ,3,1.28
D03,Melanoma in situ,4,1.07
D03,Melanoma in situ,5,0.93
D03,Melanoma in situ,6,0.99
D03,Melanoma in situ,7,1.04
D03,Melanoma in situ,8,1.01
D03,Melanoma in situ,10,1.04
D03,Melanoma in situ,11,1.11
D03,Melanoma in situ,12,1.21
D03,Melanoma in situ,13,1.06
D03,Melanoma in situ,14,1.16
D03,Melanoma in situ,15,1.03
D03,Melanoma in situ,16,0.99
D05,Carcinoma in situ de mama,1,1.03
D05,Carcinoma in situ de mama,2,0.97
D05,Carcinoma in situ de mama,3,1.09
D05,Carcinoma in situ de mama,4,0.97
D05,Carcinoma in situ de mama,5,1.03
D05,Carcinoma in situ de mama,6,1
D05,Carcinoma in situ de mama,7,1.03
D05,Carcinoma in situ de mama,8,1.08
D05,Carcinoma in situ de mama,10,0.98
D05,Carcinoma in situ de mama,11,1.02
D05,Carcinoma in situ de mama,12,1.05
D05,Carcinoma in situ de mama,13,1.01
D05,Carcinoma in situ de mama,14,1.08
D05,Carcinoma in situ de mama,15,1.03
D05,Carcinoma in situ de mama,16,1.01
D06,Carcinoma in situ de cuello de útero,1,1.03
D06,Carcinoma in situ de cuello de útero,2,0.97
D06,Carcinoma in situ de cuello de útero,3,1.09
D06,Carcinoma in situ de cuello de útero,4,0.97
D06,Carcinoma in situ de cuello de útero,5,1.03
D06,Carcinoma in situ de cuello de útero,6,1
D06,Carcinoma in situ de cuello de útero,7,1.03
D06,Carcinoma in situ de cuello de útero,8,1.08
D06,Carcinoma in situ de cuello de útero,10,0.98
D06,Carcinoma in situ de cuello de útero,11,1.02
D06,Carcinoma in situ de cuello de útero,12,1.05
D06,Carcinoma in situ de cuello de útero,13,1.01
D06,Carcinoma in situ de cuello de útero,14,1.08
D06,Carcinoma in situ de cuello de útero,15,1.03
D06,Carcinoma in situ de cuello de útero,16,1.01
D07,Carcinoma in situ de otros órganos genitales y los no especificados,1,1.03
D07,Carcinoma in situ de otros órganos genitales y los no especificados,2,0.97
D07,Carcinoma in situ de otros órganos genitales y los no especificados,3,1.09
D07,Carcinoma in situ de otros órganos genitales y los no especificados,4,0.97
D07,Carcinoma in situ de otros órganos genitales y los no especificados,5,1.03
D07,Carcinoma in situ de otros órganos genitales y los no especificados,6,1
D07,Carcinoma in situ de otros órganos genitales y los no especificados,7,1.03
D07,Carcinoma in situ de otros órganos genitales y los no especificados,8,1.08
D07,Carcinoma in situ de otros órganos genitales y los no especificados,10,0.98
D07,Carcinoma in situ de otros órganos genitales y los no especificados,11,1.02
D07,Carcinoma in situ de otros órganos genitales y los no especificados,12,1.05
D07,Carcinoma in situ de otros órganos genitales y los no especificados,13,1.01
D07,Carcinoma in situ de otros órganos genitales y los no especificados,14,1.08
D07,Carcinoma in situ de otros órganos genitales y los no especificados,15,1.03
D07,Carcinoma in situ de otros órganos genitales y los no especificados,16,1.01
D09,Carcinoma in situ de otras localizaciones y las no especificadas,7,1.04
D09,Carcinoma in situ de otras localizaciones y las no especificadas,15,1.14
D12,"Neoplasia benigna de colon, recto, ano y canal anal",8,1.54
D12,"Neoplasia benigna de colon, recto, ano y canal anal",15,0.99
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,8,1.54
D13,Neoplasia benigna de otras partes de aparato digestivo y las mal definidas,15,0.99
D16,Neoplasia benigna de hueso y cartílago articular,7,1.21
D16,Neoplasia benigna de hueso y cartílago articular,8,0.97
D16,Neoplasia benigna de hueso y cartílago articular,12,1.1
D16,Neoplasia benigna de hueso y cartílago articular,15,0.94
D16,Neoplasia benigna de hueso y cartílago articular,16,1.24
D17,Neoplasia lipomatosa benigna,2,0.81
D17,Neoplasia lipomatosa benigna,5,0.87
D17,Neoplasia lipomatosa benigna,7,1.62
D17,Neoplasia lipomatosa benigna,8,1.02
D17,Neoplasia lipomatosa benigna,11,1.44
D17,Neoplasia lipomatosa benigna,12,1.36
D17,Neoplasia lipomatosa benigna,14,1.21
D17,Neoplasia lipomatosa benigna,15,1.33
D17,Neoplasia lipomatosa benigna,16,1.54
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,8,0.96
D21,Otras neoplasias benignas tejido conectivo y de otros tejidos blandos,15,1.1
D22,Nevus melanocíticos,15,0.96
D23,Otras neoplasias benignas de piel,15,0.96
D24,Neoplasia benigna de mama,2,1.08
D24,Neoplasia benigna de mama,15,1.34
D25,Leiomioma de útero,2,0.92
D25,Leiomioma de útero,3,1.36
D25,Leiomioma de útero,4,1.33
D25,Leiomioma de útero,5,1.15
D25,Leiomioma de útero,6,0.89
D25,Leiomioma de útero,7,1.63
D25,Leiomioma de útero,8,1.3
D25,Leiomioma de útero,12,1.18
D25,Leiomioma de útero,15,1.04
D25,Leiomioma de útero,16,1.57
D26,Otros tumores benignos de útero,5,0.97
D26,Otros tumores benignos de útero,8,1.04
D26,Otros tumores benignos de útero,15,1.32
D27,Neoplasia benigna de ovario,2,1.04
D27,Neoplasia benigna de ovario,5,1
D27,Neoplasia benigna de ovario,8,1.04
D27,Neoplasia benigna de ovario,15,1.15
D27,Neoplasia benigna de ovario,16,1.28
D29,Neoplasia benigna de órganos genitales masculinos,4,1.08
D29,Neoplasia benigna de órganos genitales masculinos,7,1
D29,Neoplasia benigna de órganos genitales masculinos,11,1.32
D29,Neoplasia benigna de órganos genitales masculinos,14,1.71
D30,Neoplasia benigna de órganos urinarios,7,1.25
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,1,1.14
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,2,0.84
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,3,1.06
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,4,1.09
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,5,1.06
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,6,1.07
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,7,1.07
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,8,1.04
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,9,1.17
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,10,0.99
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,11,1.08
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,12,1.12
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,13,1.18
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,14,1.06
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,15,0.98
D33,Neoplasia benigna de cerebro y otras partes de sistema nervioso central,16,1.06
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,7,1.11
D35,Neoplasia benigna de otras glándulas endocrinas y las no especificadas,15,1.16
D36,Neoplasia benigna de otras localizaciones y las no especificadas,7,1.62
D36,Neoplasia benigna de otras localizaciones y las no especificadas,15,0.95
D36,Neoplasia benigna de otras localizaciones y las no especificadas,16,1.29
D49,Neoplasias de comportamiento no especificado,1,1.16
D49,Neoplasias de comportamiento no especificado,2,0.74
D49,Neoplasias de comportamiento no especificado,3,1.16
D49,Neoplasias de comportamiento no especificado,4,1.13
D49,Neoplasias de comportamiento no especificado,5,1.08
D49,Neoplasias de comportamiento no especificado,6,1.2
D49,Neoplasias de comportamiento no especificado,7,1
D49,Neoplasias de comportamiento no especificado,8,1
D49,Neoplasias de comportamiento no especificado,10,1.09
D49,Neoplasias de comportamiento no especificado,11,1.11
D49,Neoplasias de comportamiento no especificado,12,1.13
